,book_title,book_recommendation_urls
80,I Do Not Love Thee,"['https://librivox.org/a-ballad-of-john-silver-by-john-masefield/', 'https://librivox.org/anne-of-green-gables-by-lucy-maud-montgomery/', 'https://librivox.org/art-and-heart-by-ella-wheeler-wilcox/', 'https://librivox.org/a-vagabond-song-by-bliss-carman/', 'https://librivox.org/death-be-not-proud-by-john-donne/']"
81,I Wandered Lonely as a Cloud,"['https://librivox.org/a-vagabond-song-by-bliss-carman/', 'https://librivox.org/death-be-not-proud-by-john-donne/', 'https://librivox.org/a-noiseless-patient-spider-by-walt-whitman/', 'https://librivox.org/i-do-not-love-thee-by-caroline-norton/', 'https://librivox.org/i-wandered-lonely-as-a-cloud-by-william-wordsworth/']"
82,If,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/']"
83,In Flanders Fields,"['https://librivox.org/a-ballad-of-john-silver-by-john-masefield/', 'https://librivox.org/anne-of-green-gables-by-lucy-maud-montgomery/', 'https://librivox.org/art-and-heart-by-ella-wheeler-wilcox/', 'https://librivox.org/a-vagabond-song-by-bliss-carman/', 'https://librivox.org/death-be-not-proud-by-john-donne/']"
84,Jazz Fantasia,"['https://librivox.org/jazz-fantasia-by-carl-sandburg/', 'https://librivox.org/richard-cory-by-edwin-arlington-robinson/', 'https://librivox.org/embankment-at-night-before-the-war-outcasts-by-d-h-lawrence/', 'https://librivox.org/euthyphro-by-plato/', 'https://librivox.org/the-light-princess-by-george-macdonald/']"
85,Johnny Crow's Garden,"['https://librivox.org/the-importance-of-being-earnest-by-oscar-wilde/', 'https://librivox.org/the-three-musketeers-by-alexandre-dumas/', 'https://librivox.org/the-eclogues-by-publius-vergilius-maro/', 'https://librivox.org/a-ballad-of-john-silver-by-john-masefield/', 'https://librivox.org/anne-of-the-island-by-lucy-maud-montgomery/']"
86,"Aesop's Fables, Volume 03 (Fables 51-75)","['https://librivox.org/the-art-of-war-by-sun-tzu/', 'https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/', 'https://librivox.org/american-indian-fairy-tales-by-william-trowbridge-larned/']"
87,"Aesop's Fables, Volume 04 (Fables 76-100)","['https://librivox.org/the-art-of-war-by-sun-tzu/', 'https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/', 'https://librivox.org/american-indian-fairy-tales-by-william-trowbridge-larned/']"
88,"Aesop's Fables, Volume 05 (Fables 101-125)","['https://librivox.org/the-art-of-war-by-sun-tzu/', 'https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/', 'https://librivox.org/american-indian-fairy-tales-by-william-trowbridge-larned/']"
89,"Aesop's Fables, Volume 06 (Fables 126-150)","['https://librivox.org/the-art-of-war-by-sun-tzu/', 'https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/', 'https://librivox.org/american-indian-fairy-tales-by-william-trowbridge-larned/']"
90,"Aesop's Fables, Volume 07 (Fables 151-175)","['https://librivox.org/the-art-of-war-by-sun-tzu/', 'https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/', 'https://librivox.org/american-indian-fairy-tales-by-william-trowbridge-larned/']"
91,"Aesop's Fables, Volume 08 (Fables 176-200)","['https://librivox.org/the-art-of-war-by-sun-tzu/', 'https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/', 'https://librivox.org/american-indian-fairy-tales-by-william-trowbridge-larned/']"
92,"Aesop's Fables, Volume 09 (Fables 201-225)","['https://librivox.org/the-art-of-war-by-sun-tzu/', 'https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/', 'https://librivox.org/american-indian-fairy-tales-by-william-trowbridge-larned/']"
93,Alice's Adventures in Wonderland,"['https://librivox.org/heart-of-darkness-by-joseph-conrad', 'https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/the-truth-about-jesus-is-he-a-myth-by-m-m-mangasarian/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/']"
94,Amendments to the United States Constitution,"['https://librivox.org/us-historical-documents/', 'https://librivox.org/histofengland09/', 'https://librivox.org/edgar-allan-poe-poems-by-edgar-allan-poe/', 'https://librivox.org/shakespeare-monologues-volume-1/', 'https://librivox.org/shakespeare-monologues-volume-2/']"
95,Amendments to the United States Constitution (version 2),"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/']"
96,Danse Russe,"['https://librivox.org/ranald-bannermans-boyhood-by-george-macdonald/', 'https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/', 'https://librivox.org/my-man-jeeves-by-p-g-wodehouse/']"
97,Personal Anthology of Shakespeare,"['https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/a-personal-anthology-of-shakespeare-compiled-by-martin-clifton/', 'https://librivox.org/on-the-antiseptic-principle-of-the-practice-of-surgery-by-joseph-lister/', 'https://librivox.org/crome-yellow-by-aldous-huxley/']"
98,Princess of Mars,"['https://librivox.org/the-gods-of-mars-by-edgar-rice-burroughs/', 'https://librivox.org/the-war-of-the-worlds-by-h-g-wells-group/', 'https://librivox.org/the-warlord-of-mars-by-edgar-rice-burroughs/', 'https://librivox.org/the-sleeper-awakes-by-hg-wells/', 'https://librivox.org/the-colors-of-space-by-marion-zimmer-bradley/']"
99,Old Christmas,"['https://librivox.org/the-wind-in-the-willows-by-kenneth-grahame-2/', 'https://librivox.org/a-christmas-carol-by-charles-dickens/', 'https://librivox.org/an-international-episode-by-henry-james/', 'https://librivox.org/beowulf/', 'https://librivox.org/call-of-the-wild-by-jack-london/', 'https://librivox.org/christmas-carol-by-sara-teasdale/', 'https://librivox.org/a-christmas-carol-by-charles-kingsley/']"
100,On the Antiseptic Principle of the Practice of Surgery,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
101,China and the Chinese,"['https://librivox.org/the-canterville-ghost-by-oscar-wilde/', 'https://librivox.org/china-and-the-chinese-by-herbert-allen-giles/', 'https://librivox.org/on-liberty-by-john-stuart-mill/', 'https://librivox.org/the-strange-case-of-dr-jekyll-mr-hyde-by-robert-louis-stevenson/', 'https://librivox.org/ulysses-by-james-joyce/']"
102,Columbus,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
103,Country of the Pointed Firs,"['https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/', 'https://librivox.org/anne-of-the-island-by-lucy-maud-montgomery/', 'https://librivox.org/if-by-rudyard-kipling/']"
104,Crome Yellow,"['https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/chapters-from-my-authobiography-by-mark-twain/', 'https://librivox.org/a-personal-anthology-of-shakespeare-compiled-by-martin-clifton/', 'https://librivox.org/on-the-antiseptic-principle-of-the-practice-of-surgery-by-joseph-lister/']"
105,Daddy-Long-Legs,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/']"
106,Mother Night,"['https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/', 'https://librivox.org/a-ballad-of-john-silver-by-john-masefield/', 'https://librivox.org/anne-of-green-gables-by-lucy-maud-montgomery/']"
107,North of Boston,"['https://librivox.org/heart-of-darkness-by-joseph-conrad', 'https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/', 'https://librivox.org/a-christmas-carol-by-charles-dickens/', 'https://librivox.org/christmas-carol-by-sara-teasdale/', 'https://librivox.org/a-christmas-carol-by-charles-kingsley/']"
108,Northanger Abbey,"['https://librivox.org/penguin-island-by-anatole-france/', 'https://librivox.org/the-getting-of-wisdom-by-henry-handel-richardson/', 'https://librivox.org/emma-by-jane-austen-solo/', 'https://librivox.org/northanger-abbey-by-jane-austen/', 'https://librivox.org/pride-and-prejudice-by-jane-austen/', 'https://librivox.org/emma-by-jane-austen-3/']"
109,Notes from the Underground,"['https://librivox.org/a-connecticut-yankee-in-king-arthurs-court-by-mark-twain/', 'https://librivox.org/notes-from-the-underground-by-fyodor-dostoyevsky/', 'https://librivox.org/life-poem-xxi-a-book-by-emily-dickinson/', 'https://librivox.org/the-secret-agent-by-joseph-conrad/', 'https://librivox.org/ulysses-by-james-joyce/']"
110,O Canada!,"['https://librivox.org/the-importance-of-being-earnest-by-oscar-wilde/', 'https://librivox.org/the-three-musketeers-by-alexandre-dumas/', 'https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/']"
111,O Captain! My Captain!,['https://librivox.org/letters-of-two-brides-by-honore-de-balzac/']
112,O Southland!,"['https://librivox.org/the-importance-of-being-earnest-by-oscar-wilde/', 'https://librivox.org/the-three-musketeers-by-alexandre-dumas/', 'https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/']"
113,Songs of Innocence and Experience,"['https://librivox.org/the-eclogues-by-publius-vergilius-maro/', 'https://librivox.org/anne-of-green-gables-by-lucy-maud-montgomery/', 'https://librivox.org/a-noiseless-patient-spider-by-walt-whitman/', 'https://librivox.org/i-do-not-love-thee-by-caroline-norton/', 'https://librivox.org/in-flanders-fields-by-john-mccrae/']"
114,Sonnet 130,['https://librivox.org/letters-of-two-brides-by-honore-de-balzac/']
115,Sonnet 023,"['https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/', 'https://librivox.org/a-ballad-of-john-silver-by-john-masefield/', 'https://librivox.org/anne-of-green-gables-by-lucy-maud-montgomery/']"
116,Sonnet 073,"['https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/', 'https://librivox.org/a-ballad-of-john-silver-by-john-masefield/', 'https://librivox.org/anne-of-green-gables-by-lucy-maud-montgomery/']"
117,Shakespeare's Sonnets,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
118,Spirits in Bondage,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/', 'https://librivox.org/anne-of-the-island-by-lucy-maud-montgomery/']"
119,Struwwelpeter,"['https://librivox.org/a-ballad-of-john-silver-by-john-masefield/', 'https://librivox.org/anne-of-avonlea-by-lucy-maud-montgomery/', 'https://librivox.org/black-beauty-by-anna-sewell/', 'https://librivox.org/declaration-of-independence-by-the-united-states-of-america/', 'https://librivox.org/declaration-of-rights-by-the-stamp-act-congress-of-1765/']"
120,Struwwelpeter (version 2),"['https://librivox.org/a-ballad-of-john-silver-by-john-masefield/', 'https://librivox.org/anne-of-avonlea-by-lucy-maud-montgomery/', 'https://librivox.org/black-beauty-by-anna-sewell/', 'https://librivox.org/declaration-of-independence-by-the-united-states-of-america/', 'https://librivox.org/declaration-of-rights-by-the-stamp-act-congress-of-1765/']"
121,Sunshine Sketches of a Little Town,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
122,"Our Island Story, Part 1","['https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/']"
123,"Our Island Story, Part 2","['https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-getting-of-wisdom-by-henry-handel-richardson/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/']"
124,One Hundred Verses from Old Japan,"['https://librivox.org/cathay-by-ezra-pound/', 'https://librivox.org/one-hundred-verses-from-old-japan-by-teika-porter/', 'https://librivox.org/spoon-river-anthology-by-edgar-lee-masters/', 'https://librivox.org/chamber-music-by-james-joyce/', 'https://librivox.org/the-complete-public-domain-poems-of-wallace-stevens-volume-1-of-2/']"
125,Ozymandias of Egypt,"['https://librivox.org/art-and-heart-by-ella-wheeler-wilcox/', 'https://librivox.org/a-vagabond-song-by-bliss-carman/', 'https://librivox.org/death-be-not-proud-by-john-donne/', 'https://librivox.org/a-noiseless-patient-spider-by-walt-whitman/', 'https://librivox.org/i-do-not-love-thee-by-caroline-norton/']"
126,Philosophy and Fun of Algebra,"['https://librivox.org/a-christmas-carol-by-charles-dickens/', 'https://librivox.org/an-international-episode-by-henry-james/', 'https://librivox.org/call-of-the-wild-by-jack-london/', 'https://librivox.org/alices-adventures-in-wonderland-by-lewis-carroll/', 'https://librivox.org/old-christmas-by-washington-irving/', 'https://librivox.org/christmas-carol-by-sara-teasdale/', 'https://librivox.org/a-christmas-carol-by-charles-kingsley/']"
