,book_title,book_recommendation_urls
721,"Capital: a critical analysis of capitalist production, Vol 1","['https://librivox.org/letters-of-two-brides-by-honore-de-balzac/', 'https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/']"
722,"Life of Samuel Johnson, Vol. I","['https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/']"
723,Backwoods of Canada,"['https://librivox.org/the-junior-classics-vol-1-by-william-patten/', 'https://librivox.org/history-of-holland/', 'https://librivox.org/the-swiss-family-robinson-by-johann-david-wyss/', 'https://librivox.org/the-natural-history-of-selborne-by-gilbert-white/', 'https://librivox.org/god-and-the-state-by-mikhail-bakunin/']"
724,Old Curiosity Shop,"['https://librivox.org/the-getting-of-wisdom-by-henry-handel-richardson/', 'https://librivox.org/lord-jim-by-joseph-conrad', 'https://librivox.org/anne-of-green-gables-by-lucy-maud-montgomery/', 'https://librivox.org/beowulf/', 'https://librivox.org/a-little-princess-by-frances-hodgson-burnett/']"
725,Beautiful Soup,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
726,Red Shadows,"['https://librivox.org/uncle-remus-by-joel-chandler-harris/', 'https://librivox.org/police-operation-by-h-beam-piper/', 'https://librivox.org/thurley-ruxton-by-philip-verrill-mighels/', 'https://librivox.org/red-shadows-by-robert-e-howard/', 'https://librivox.org/the-epistle-of-paul-the-apostle-to-the-romans-asv-ss/']"
727,"War and Peace, Book 02: 1805","['https://librivox.org/letters-of-two-brides-by-honore-de-balzac/', 'https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/the-odyssey-by-homer/']"
728,Voodoo Planet,"['https://librivox.org/my-man-jeeves-by-p-g-wodehouse/', 'https://librivox.org/the-reluctant-dragon-by-kenneth-grahame/', 'https://librivox.org/uncle-remus-by-joel-chandler-harris/', 'https://librivox.org/the-lost-princess-of-oz-by-l-frank-baum/', 'https://librivox.org/the-swiss-family-robinson-by-johann-david-wyss/']"
729,Dorothy Dale - A Girl of Today,"['https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/']"
730,Shakespeare Monologues Collection vol. 02,"['https://librivox.org/the-amendments-to-the-constitution-of-the-united-states-of-america/', 'https://librivox.org/sonnet-23-by-william-shakespeare/', 'https://librivox.org/poetics-by-aristotle/', 'https://librivox.org/romeo-and-juliet-by-william-shakespeare/', 'https://librivox.org/love-conquers-all-by-robert-benchley/']"
731,Advance of Science in the Last Half-Century,"['https://librivox.org/beyond-good-and-evil-by-friedrich-nietzsche/', 'https://librivox.org/euthyphro-by-plato/', 'https://librivox.org/the-innocents-abroad-by-mark-twain/', 'https://librivox.org/three-short-works-by-gustav-flaubert/', 'https://librivox.org/has-a-frog-a-soul-by-thomas-h-huxley/']"
732,Man of Property (Forsyte Saga Vol. 1),"['https://librivox.org/seven-little-australians-by-ethel-sybil-turner/', 'https://librivox.org/the-card-by-arnold-bennett/', 'https://librivox.org/hamlet-by-william-shakespeare/', 'https://librivox.org/twelfth-night-by-william-shakespeare/', 'https://librivox.org/the-warden-by-anthony-trollope/']"
733,"Lectures of Col. R.G. Ingersoll, Volume 1","['https://librivox.org/barbara-frietchie-by-john-greenleaf-whittier/', 'https://librivox.org/the-faerie-queene-book-1-by-edmund-spenser/', 'https://librivox.org/uncle-remus-by-joel-chandler-harris/', 'https://librivox.org/the-gettysburg-address-by-abraham-lincoln-version-2/', 'https://librivox.org/the-swiss-family-robinson-by-johann-david-wyss/']"
734,Adventures of Ulysses,"['https://librivox.org/from-october-to-brest-litovsk-by-leon-d-trotsky/', 'https://librivox.org/ulysses-by-james-joyce/', 'https://librivox.org/war-of-the-worlds-solo-by-h-g-wells/', 'https://librivox.org/the-woman-in-white-by-wilkie-collins/', 'https://librivox.org/twenty-thousand-leagues-under-the-sea-by-jules-verne/']"
735,Two Tactics of Social-Democracy in the Democratic Revolution,"['https://librivox.org/wage-labour-and-capital-by-marx-karl/', 'https://librivox.org/murder-at-bridge-by-anne-austin/', 'https://librivox.org/hero-and-leander-by-christopher-marlowe-and-george-chapman/', 'https://librivox.org/old-chants-by-walt-whitman/', 'https://librivox.org/ten-days-that-shook-the-world-by-john-reed/']"
736,Orthodoxy,"['https://librivox.org/orthodoxy-by-gk-chesterton/', 'https://librivox.org/pollyanna-grows-up-by-eleanor-h-porter/', 'https://librivox.org/the-white-linen-nurse-by-eleanor-hallowell-abbott/', 'https://librivox.org/twentieth-century-new-testament-by-twentieth-century-new-testament/', 'https://librivox.org/mary-cary-frequently-martha-by-kate-langley-bosher/']"
737,Plan and Preface to a Dictionary of the English Language,"['https://librivox.org/letters-of-two-brides-by-honore-de-balzac/', 'https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/penguin-island-by-anatole-france/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/']"
738,"Etiquette in Society, in Business, in Politics and at Home","['https://librivox.org/romeo-and-juliet-version-2-by-william-shakespeare/', 'https://librivox.org/relativity-by-albert-einstein/', 'https://librivox.org/the-death-of-ivan-ilyitch-by-leo-tolstoy/', 'https://librivox.org/who-was-who-5000-bc-1914-by-irwin-leslie-gordon/', 'https://librivox.org/the-hound-of-the-baskervilles-by-arthur-conan-doyle/']"
739,Bible (WEB) NT 18: Philemon,"['https://librivox.org/the-three-musketeers-by-alexandre-dumas/', 'https://librivox.org/one-hundred-verses-from-old-japan-by-teika-porter/', 'https://librivox.org/bible-kjv-nt-03-luke/', 'https://librivox.org/history-of-england-from-the-accession-of-james-ii-volume-2-chapter-07-by-thomas-babington-macaulay/', 'https://librivox.org/the-collected-works-of-saint-patrick-by-saint-patrick/']"
740,Robinson Crusoe in Words of One Syllable,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-wind-in-the-willows-by-kenneth-grahame-2/']"
741,Sailing Alone Around The World,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/lord-jim-by-joseph-conrad', 'https://librivox.org/wives-and-daughters-by-elizabeth-gaskell/', 'https://librivox.org/cathay-by-ezra-pound/', 'https://librivox.org/danse-russe-by-william-carlos-williams/']"
742,Wind in the Willows (version 3),"['https://librivox.org/our-island-story-part-1-by-he-marshall/', 'https://librivox.org/our-island-story-part-2-by-he-marshall/', 'https://librivox.org/the-wonderful-wizard-of-oz/', 'https://librivox.org/return-of-the-native-by-thomas-hardy/', 'https://librivox.org/the-velveteen-rabbit-duet-by-margery-williams/']"
743,Short Story Collection Vol. 012,"['https://librivox.org/short-poetry-collection-001/', 'https://librivox.org/short-poetry-collection-002/', 'https://librivox.org/short-poetry-collection-003/', 'https://librivox.org/present-at-a-hanging-by-ambrose-bierce/', 'https://librivox.org/short-story-collection-006/']"
744,Memoirs of Jacques Casanova Vol. 1,"['https://librivox.org/letters-of-two-brides-by-honore-de-balzac/', 'https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/']"
745,Life and Adventures of Martin Chuzzlewit,"['https://librivox.org/our-mutual-friend-by-charles-dickens/', 'https://librivox.org/rootabaga-stories-by-carl-sandburg/', 'https://librivox.org/romeo-and-juliet-version-2-by-william-shakespeare/', 'https://librivox.org/king-lear-by-william-shakespeare/', 'https://librivox.org/selected-lullabies-by-eugene-field/']"
746,Good Housekeeping Marriage Book,"['https://librivox.org/the-sign-of-the-four-by-sir-arthur-conan-doyle', 'https://librivox.org/the-good-housekeeping-marriage-book-by-william-f-bigelow-ed/', 'https://librivox.org/the-tale-of-timothy-turtle-by-arthur-scott-bailey/', 'https://librivox.org/king-arthur-and-his-knights-by-maude-l-radford/', 'https://librivox.org/father-and-son-by-edmund-gosse/']"
747,White People,"['https://librivox.org/ranald-bannermans-boyhood-by-george-macdonald/', 'https://librivox.org/lord-jim-by-joseph-conrad', 'https://librivox.org/a-little-princess-by-frances-hodgson-burnett/', 'https://librivox.org/daddy-long-legs-by-jean-webster/', 'https://librivox.org/sara-crewe-by-frances-hodgson-burnett/']"
748,Morte d'Arthur - Vol. 1,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
749,"Wouldbegoods, Being the Further Adventures of the Treasure Seekers","['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
750,Dover Beach,"['https://librivox.org/art-and-heart-by-ella-wheeler-wilcox/', 'https://librivox.org/a-vagabond-song-by-bliss-carman/', 'https://librivox.org/death-be-not-proud-by-john-donne/', 'https://librivox.org/a-noiseless-patient-spider-by-walt-whitman/', 'https://librivox.org/i-do-not-love-thee-by-caroline-norton/']"
751,Wodehouse Miscellany,"['https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/crome-yellow-by-aldous-huxley/', 'https://librivox.org/little-wizard-stories-of-oz-by-l-frank-baum/', 'https://librivox.org/discourse-on-the-method-by-rene-descartes/', 'https://librivox.org/reginald-by-saki/']"
752,Patchwork Girl of Oz,"['https://librivox.org/dorothy-and-the-wizard-in-oz-by-l-frank-baum/', 'https://librivox.org/sky-island-by-l-frank-baum/', 'https://librivox.org/the-wonderful-wizard-of-oz/', 'https://librivox.org/the-emerald-city-of-oz-by-l-frank-baum/', 'https://librivox.org/the-marvelous-land-of-oz-by-l-frank-baum/']"
753,Rupert of Hentzau,"['https://librivox.org/the-warden-by-anthony-trollope/', 'https://librivox.org/four-max-carrados-detective-stories-by-ernest-bramah/', 'https://librivox.org/the-prisoner-of-zenda-by-anthony-hope/', 'https://librivox.org/barchester-towers-by-anthony-trollope/', 'https://librivox.org/man-of-property-by-john-galsworthy/']"
754,Enchiridion of Augustine,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
755,Just So Stories (version 3),"['https://librivox.org/crome-yellow-by-aldous-huxley/', 'https://librivox.org/little-wizard-stories-of-oz-by-l-frank-baum/', 'https://librivox.org/silas-marner-by-george-eliot/', 'https://librivox.org/reginald-by-saki/', 'https://librivox.org/book-of-john/']"
756,Howards End,"['https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/death-be-not-proud-by-john-donne/', 'https://librivox.org/glugs-of-gosh-by-c-j-dennis/', 'https://librivox.org/life-in-the-clearings-versus-the-bush/', 'https://librivox.org/sense-and-sensibility-by-jane-austen/']"
757,Frog Prince and Other Stories,"['https://librivox.org/american-indian-fairy-tales-by-william-trowbridge-larned/', 'https://librivox.org/andersens-fairy-tales-by-hc-andersen/', 'https://librivox.org/fairy-tales-by-the-brothers-grimm/', 'https://librivox.org/the-golden-goose-book-by-l-leslie-brooke/', 'https://librivox.org/time-and-the-gods-by-lord-dunsany/']"
758,Some Turns of Thought in Modern Philosophy,"['https://librivox.org/heart-of-darkness-by-joseph-conrad', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/dream-psychology-by-sigmund-freud/', 'https://librivox.org/a-christmas-carol-by-charles-dickens/', 'https://librivox.org/an-international-episode-by-henry-james/', 'https://librivox.org/christmas-carol-by-sara-teasdale/', 'https://librivox.org/a-christmas-carol-by-charles-kingsley/']"
759,Shakespeare Monologues Collection vol. 03,"['https://librivox.org/the-amendments-to-the-constitution-of-the-united-states-of-america/', 'https://librivox.org/sonnet-23-by-william-shakespeare/', 'https://librivox.org/poetics-by-aristotle/', 'https://librivox.org/romeo-and-juliet-by-william-shakespeare/', 'https://librivox.org/the-railway-bridge-of-the-silvery-tay-by-william-mcgonagall/']"
760,Short Story Collection Vol. 013,"['https://librivox.org/short-poetry-collection-001/', 'https://librivox.org/short-poetry-collection-002/', 'https://librivox.org/short-poetry-collection-003/', 'https://librivox.org/present-at-a-hanging-by-ambrose-bierce/', 'https://librivox.org/short-story-collection-006/']"
761,Tom Swift and the Visitor From Planet X,"['https://librivox.org/the-golden-goose-book-by-l-leslie-brooke/', 'https://librivox.org/the-door-through-space-by-marion-zimmer-bradley/', 'https://librivox.org/tom-swift-and-the-visitor-from-planet-x-by-victor-appleton-ii/', 'https://librivox.org/tom-swift-and-his-aerial-warship-or-the-naval-terror-of-the-seas-by-victor-appleton/', 'https://librivox.org/el-dorado-by-baroness-orczy/']"
762,Boy's Will,"['https://librivox.org/songs-of-innocence-and-experience-by-william-blake/', 'https://librivox.org/romeo-and-juliet-by-william-shakespeare/', 'https://librivox.org/the-adventures-of-sherlock-holmes/', 'https://librivox.org/fire-and-ice-by-robert-frost/', 'https://librivox.org/the-congo-by-vachel-lindsay/']"
763,Dream within a Dream,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/narrative-of-arthur-gordon-pym/']"
764,Strange Pages from Family Papers,"['https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/the-canterville-ghost-by-oscar-wilde/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/']"
765,Short Poetry Collection 028,"['https://librivox.org/art-and-heart-by-ella-wheeler-wilcox/', 'https://librivox.org/o-captain-my-captain-by-walt-whitman/', 'https://librivox.org/spirits-in-bondage-by-cs-lewis/', 'https://librivox.org/short-poetry-collection-001/', 'https://librivox.org/short-poetry-collection-002/', 'https://librivox.org/o-captain-my-captain-by-walt-whitman-2/']"
766,"Stops, or How to Punctuate","['https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/', 'https://librivox.org/anne-of-the-island-by-lucy-maud-montgomery/', 'https://librivox.org/if-by-rudyard-kipling/']"
767,Dorothy Dale's Queer Holidays,"['https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/']"
768,Counterpane Fairy,"['https://librivox.org/at-the-back-of-the-north-wind-by-george-macdonald/', 'https://librivox.org/the-counterpane-fairy-by-katherine-pyle/', 'https://librivox.org/the-golden-dream-by-rm-ballantyne/', 'https://librivox.org/the-angel-of-terror-by-edgar-wallace/', 'https://librivox.org/the-shadows-by-george-macdonald/']"
769,Princess and Curdie,"['https://librivox.org/romeo-and-juliet-version-2-by-william-shakespeare/', 'https://librivox.org/west-african-folk-tales-by-william-h-barker/', 'https://librivox.org/the-iliad-for-boys-and-girls-by-alfred-j-church/', 'https://librivox.org/princess-and-the-goblin-the-by-george-macdonald/', 'https://librivox.org/strange-pages-from-family-papers-by-t-f-thiselton-dyer/']"
770,Wage-Labour and Capital,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
771,Foreign Lands,"['https://librivox.org/art-and-heart-by-ella-wheeler-wilcox/', 'https://librivox.org/a-vagabond-song-by-bliss-carman/', 'https://librivox.org/death-be-not-proud-by-john-donne/', 'https://librivox.org/a-noiseless-patient-spider-by-walt-whitman/', 'https://librivox.org/i-do-not-love-thee-by-caroline-norton/']"
772,Don Quixote - Vol. 2,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
773,Yang Chu's Garden of Pleasure,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
774,Howards End (version 2),"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
775,Camp of the Dog,"['https://librivox.org/the-count-of-monte-cristo-by-alexandre-dumas/', 'https://librivox.org/letters-of-two-brides-by-honore-de-balzac/', 'https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/penguin-island-by-anatole-france/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald']"
776,Philosophy of Style,"['https://librivox.org/the-count-of-monte-cristo-by-alexandre-dumas/', 'https://librivox.org/letters-of-two-brides-by-honore-de-balzac/', 'https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/penguin-island-by-anatole-france/', 'https://librivox.org/marys-grammar-by-jane-marcet/']"
777,Fighting the Whales,"['https://librivox.org/lord-jim-by-joseph-conrad', 'https://librivox.org/narrative-of-arthur-gordon-pym/', 'https://librivox.org/heart-of-the-world-by-h-rider-haggard/', 'https://librivox.org/sailing-alone-around-the-world-by-joshua-slocum/', 'https://librivox.org/fighting-the-whales-by-robert-michael-ballantyne/']"
778,Round the Moon,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
779,Far from the Madding Crowd,"['https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/jude-the-obscure-by-thomas-hardy/', 'https://librivox.org/chamber-music-by-james-joyce/', 'https://librivox.org/don-juan-canto-i-by-george-gordon-byron-6th-baron-byron/', 'https://librivox.org/night-and-day-by-virginia-woolf/']"
780,Essays on Some Unsettled Questions of Political Economy,"['https://librivox.org/the-getting-of-wisdom-by-henry-handel-richardson/', 'https://librivox.org/a-girl-of-the-limberlost-by-gene-stratton-porter/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/', 'https://librivox.org/a-christmas-carol-by-charles-dickens/', 'https://librivox.org/an-international-episode-by-henry-james/', 'https://librivox.org/christmas-carol-by-sara-teasdale/', 'https://librivox.org/a-christmas-carol-by-charles-kingsley/']"
781,"Works of Tacitus, Vol. I","['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
782,Mystery of Edwin Drood,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/']"
783,King of Schnorrers,"['https://librivox.org/rainbow-valley/', 'https://librivox.org/the-enchanted-island-of-yew-by-l-frank-baum/', 'https://librivox.org/the-vicar-of-wakefield-by-oliver-goldsmith/', 'https://librivox.org/history-of-england-volume-1-chapter-1/', 'https://librivox.org/the-man-who-was-thursday-a-nightmare-by-gk-chesterton/']"
784,Selected Poems of Emily Dickinson,"['https://librivox.org/the-getting-of-wisdom-by-henry-handel-richardson/', 'https://librivox.org/poems-every-child-should-know-edited-by-mary-e-burt/', 'https://librivox.org/a-girl-of-the-limberlost-by-gene-stratton-porter/', 'https://librivox.org/beyond-good-and-evil-by-friedrich-nietzsche/', 'https://librivox.org/cathay-by-ezra-pound/']"
785,Anti-Federalist Papers,"['https://librivox.org/the-critique-of-pure-reason-by-immanuel-kant', 'https://librivox.org/the-federalist-papers-by-alexander-hamilton-john-jay-and-james-madison/', 'https://librivox.org/historical-newspaper-articles-volume-1/', 'https://librivox.org/utilitarianism-by-john-stuart-mill/', 'https://librivox.org/the-anti-federalist-papers-by-patrick-henry/']"
786,"History of England, from the Accession of James II - (Volume 3, Chapter 11)","['https://librivox.org/history-of-england-volume-1-chapter-1/', 'https://librivox.org/histofengland_macaulay/', 'https://librivox.org/histofofeng11_macaulay/', 'https://librivox.org/history-of-england-from-the-accession-of-james-ii-vol3-ch13/', 'https://librivox.org/my-life-on-the-plains-by-gen-george-a-custer/']"
787,Ozma of Oz,"['https://librivox.org/little-wizard-stories-of-oz-by-l-frank-baum/', 'https://librivox.org/dorothy-and-the-wizard-in-oz-by-l-frank-baum/', 'https://librivox.org/sky-island-by-l-frank-baum/', 'https://librivox.org/the-wonderful-wizard-of-oz/', 'https://librivox.org/the-emerald-city-of-oz-by-l-frank-baum/']"
788,What Think You I Take my Pen in Hand?,"['https://librivox.org/art-and-heart-by-ella-wheeler-wilcox/', 'https://librivox.org/a-vagabond-song-by-bliss-carman/', 'https://librivox.org/death-be-not-proud-by-john-donne/', 'https://librivox.org/a-noiseless-patient-spider-by-walt-whitman/', 'https://librivox.org/i-do-not-love-thee-by-caroline-norton/']"
789,Bible (WEB) NT 10: Ephesians,"['https://librivox.org/history-of-england-from-the-accession-of-james-ii-volume-2-chapter-07-by-thomas-babington-macaulay/', 'https://librivox.org/book-of-philemon-web/', 'https://librivox.org/ephesians-web/', 'https://librivox.org/dialogues-concerning-natural-religion-by-david-hume/', 'https://librivox.org/the-epistle-of-philemon/']"
790,Wonderful Bed,"['https://librivox.org/wonderful-bed-the-by-gertrude-knevels/', 'https://librivox.org/the-return-of-sherlock-holmes-by-sir-arthur-conan-doyle/', 'https://librivox.org/memoir-of-jane-austen-by-james-austen-leigh/', 'https://librivox.org/seven-wives-and-seven-prisons-by-la-abbott/', 'https://librivox.org/lavender-and-old-lace-by-myrtle-reed/']"
791,"History of the United States, Vol. I","['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-getting-of-wisdom-by-henry-handel-richardson/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/']"
792,North and South (version 2),"['https://librivox.org/beyond-good-and-evil-by-friedrich-nietzsche/', 'https://librivox.org/the-innocents-abroad-by-mark-twain/', 'https://librivox.org/the-warden-by-anthony-trollope/', 'https://librivox.org/three-short-works-by-gustav-flaubert/', 'https://librivox.org/history-of-england-volume-1-chapter-1/']"
793,Dialogues Concerning Natural Religion,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
794,Trumpet Major,"['https://librivox.org/the-wind-in-the-willows-by-kenneth-grahame-2/', 'https://librivox.org/old-christmas-by-washington-irving/', 'https://librivox.org/songs-of-innocence-and-experience-by-william-blake/', 'https://librivox.org/main-street-by-sinclair-lewis/', 'https://librivox.org/insomnia-collection-vol-3/', 'https://librivox.org/main-street-by-joyce-kilmer/']"
795,Meditations,"['https://librivox.org/the-critique-of-pure-reason-by-immanuel-kant', 'https://librivox.org/the-decline-and-fall-of-the-roman-empire-vol-i-by-edward-gibbon/', 'https://librivox.org/history-of-the-decline-and-fall-of-the-roman-empire-vol-ii-by-edward-gibbon/', 'https://librivox.org/the-history-of-the-decline-and-fall-of-the-roman-empire-vol-iii-by-edward-gibbon/', 'https://librivox.org/the-anti-federalist-papers-by-patrick-henry/']"
796,Bird Study Book,"['https://librivox.org/our-island-story-part-2-by-he-marshall/', 'https://librivox.org/the-emerald-city-of-oz-by-l-frank-baum/', 'https://librivox.org/the-flag-goes-by-by-henry-holcomb-bennett/', 'https://librivox.org/the-four-million-by-o-henry/', 'https://librivox.org/the-gettysburg-address-by-abraham-lincoln/']"
797,Story of Mary MacLane,"['https://librivox.org/letters-of-two-brides-by-honore-de-balzac/', 'https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/the-odyssey-by-homer/']"
798,Song (Behn version),"['https://librivox.org/art-and-heart-by-ella-wheeler-wilcox/', 'https://librivox.org/a-vagabond-song-by-bliss-carman/', 'https://librivox.org/death-be-not-proud-by-john-donne/', 'https://librivox.org/a-noiseless-patient-spider-by-walt-whitman/', 'https://librivox.org/i-do-not-love-thee-by-caroline-norton/']"
